,synid,class_name
1087,n01697178,crocodile
1088,n01697457,African crocodile
1089,n01697611,Asian crocodile
1090,n01697749,Morlett's crocodile
1091,n01697978,false gavial
1092,n01698434,alligator
1093,n01698640,American alligator
1094,n01698782,Chinese alligator
1095,n01699040,caiman
1096,n01699254,spectacled caiman
1097,n01699675,gavial
1098,n01701551,armored dinosaur
1099,n01701859,stegosaur
1100,n01702256,ankylosaur
1101,n01702479,Edmontonia
1102,n01703011,bone-headed dinosaur
1103,n01703161,pachycephalosaur
1104,n01703569,ceratopsian
1105,n01704103,protoceratops
1106,n01704323,triceratops
1107,n01704626,styracosaur
1108,n01705010,psittacosaur
1109,n01705591,ornithopod
1110,n01705934,hadrosaur
1111,n01707294,trachodon
1112,n01708106,saurischian
1113,n01708998,sauropod
1114,n01709484,apatosaur
1115,n01709876,barosaur
1116,n01710177,diplodocus
1117,n01711160,argentinosaur
1118,n01712008,theropod
1119,n01712752,ceratosaur
1120,n01713170,coelophysis
1121,n01713764,tyrannosaur
1122,n01714231,allosaur
1123,n01715888,ornithomimid
1124,n01717016,maniraptor
1125,n01717229,oviraptorid
1126,n01717467,velociraptor
1127,n01718096,deinonychus
1128,n01718414,utahraptor
1129,n01719403,synapsid
1130,n01721174,dicynodont
1131,n01721898,pelycosaur
1132,n01722670,dimetrodon
1133,n01722998,pterosaur
1134,n01723579,pterodactyl
1135,n01724231,ichthyosaur
1136,n01724840,ichthyosaurus
1137,n01725086,stenopterygius
1138,n01725713,plesiosaur
1139,n01726203,nothosaur
1140,n01726692,snake
1141,n01727646,colubrid snake
1142,n01728266,hoop snake
1143,n01728572,thunder snake
1144,n01728920,ringneck snake
1145,n01729322,hognose snake
1146,n01729672,leaf-nosed snake
1147,n01729977,green snake
1148,n01730185,smooth green snake
1149,n01730307,rough green snake
1150,n01730563,green snake
1151,n01730812,racer
1152,n01730960,blacksnake
1153,n01731137,blue racer
1154,n01731277,horseshoe whipsnake
1155,n01731545,whip-snake
1156,n01731764,coachwhip
1157,n01731941,California whipsnake
1158,n01732093,Sonoran whipsnake
1159,n01732244,rat snake
1160,n01732614,corn snake
1161,n01732789,black rat snake
1162,n01732989,chicken snake
1163,n01733214,Indian rat snake
1164,n01733466,glossy snake
1165,n01733757,bull snake
1166,n01733957,gopher snake
1167,n01734104,pine snake
1168,n01734418,king snake
1169,n01734637,common kingsnake
1170,n01734808,milk snake
1171,n01735189,garter snake
1172,n01735439,common garter snake
1173,n01735577,ribbon snake
1174,n01735728,Western ribbon snake
1175,n01736032,lined snake
1176,n01736375,ground snake
1177,n01736796,eastern ground snake
1178,n01737021,water snake
1179,n01737472,common water snake
1180,n01737728,water moccasin
1181,n01737875,grass snake
1182,n01738065,viperine grass snake
1183,n01738306,red-bellied snake
1184,n01738601,sand snake
1185,n01738731,banded sand snake
1186,n01739094,black-headed snake
1187,n01739381,vine snake
1188,n01739647,lyre snake
1189,n01739871,Sonoran lyre snake
1190,n01740131,night snake
1191,n01740551,blind snake
1192,n01740885,western blind snake
1193,n01741232,indigo snake
1194,n01741442,eastern indigo snake
1195,n01741562,constrictor
1196,n01741943,boa
1197,n01742172,boa constrictor
1198,n01742447,rubber boa
1199,n01742821,rosy boa
1200,n01743086,anaconda
1201,n01743605,python
1202,n01743936,carpet snake
1203,n01744100,reticulated python
1204,n01744270,Indian python
1205,n01744401,rock python
1206,n01744555,amethystine python
1207,n01745125,elapid
1208,n01745484,coral snake
1209,n01745902,eastern coral snake
1210,n01746191,western coral snake
1211,n01746359,coral snake
1212,n01746952,African coral snake
1213,n01747285,Australian coral snake
1214,n01747589,copperhead
1215,n01747885,cobra
1216,n01748264,Indian cobra
1217,n01748389,asp
1218,n01748686,black-necked cobra
1219,n01748906,hamadryad
1220,n01749244,ringhals
1221,n01749582,mamba
1222,n01749742,black mamba
1223,n01749939,green mamba
1224,n01750167,death adder
1225,n01750437,tiger snake
1226,n01750743,Australian blacksnake
1227,n01751036,krait
1228,n01751215,banded krait
1229,n01751472,taipan
1230,n01751748,sea snake
1231,n01752165,viper
1232,n01752585,adder
1233,n01752736,asp
1234,n01753032,puff adder
1235,n01753180,gaboon viper
1236,n01753488,horned viper
1237,n01753959,pit viper
1238,n01754370,copperhead
1239,n01754533,water moccasin
1240,n01754876,rattlesnake
1241,n01755581,diamondback
1242,n01755740,timber rattlesnake
1243,n01755952,canebrake rattlesnake
1244,n01756089,prairie rattlesnake
1245,n01756291,sidewinder
1246,n01756508,Western diamondback
1247,n01756733,rock rattlesnake
1248,n01756916,tiger rattlesnake
1249,n01757115,Mojave rattlesnake
1250,n01757343,speckled rattlesnake
1251,n01757677,massasauga
1252,n01757901,ground rattler
1253,n01758141,fer-de-lance
1254,n01758757,carcase
1255,n01758895,carrion
1256,n01767661,arthropod
1257,n01768244,trilobite
1258,n01769347,arachnid
1259,n01770081,harvestman
1260,n01770393,scorpion
1261,n01770795,false scorpion
1262,n01771100,book scorpion
1263,n01771417,whip-scorpion
1264,n01771766,vinegarroon
1265,n01772222,spider
1266,n01772664,orb-weaving spider
1267,n01773157,black and gold garden spider
1268,n01773549,barn spider
1269,n01773797,garden spider
1270,n01774097,comb-footed spider
1271,n01774384,black widow
1272,n01774750,tarantula
1273,n01775062,wolf spider
1274,n01775370,European wolf spider
1275,n01775730,trap-door spider
1276,n01776192,acarine
1277,n01776313,tick
1278,n01776705,hard tick
1279,n01777304,Ixodes dammini
1280,n01777467,Ixodes neotomae
1281,n01777649,Ixodes pacificus
1282,n01777909,Ixodes scapularis
1283,n01778217,sheep-tick
1284,n01778487,Ixodes persulcatus
1285,n01778621,Ixodes dentatus
1286,n01778801,Ixodes spinipalpis
1287,n01779148,wood tick
1288,n01779463,soft tick
1289,n01779629,mite
1290,n01779939,web-spinning mite
1291,n01780142,acarid
1292,n01780426,trombidiid
1293,n01780696,trombiculid
1294,n01781071,harvest mite
1295,n01781570,acarus
1296,n01781698,itch mite
1297,n01781875,rust mite
1298,n01782209,spider mite
1299,n01782516,red spider
1300,n01783017,myriapod
1301,n01783706,garden centipede
1302,n01784293,tardigrade
1303,n01784675,centipede
1304,n01785667,house centipede
1305,n01786646,millipede
1306,n01787006,sea spider
1307,n01787191,Merostomata
1308,n01787835,horseshoe crab
1309,n01788291,Asian horseshoe crab
1310,n01788579,eurypterid
1311,n01788864,tongue worm
1312,n01789386,gallinaceous bird
1313,n01789740,domestic fowl
1314,n01790171,Dorking
1315,n01790304,Plymouth Rock
1316,n01790398,Cornish
1317,n01790557,Rock Cornish
1318,n01790711,game fowl
1319,n01790812,cochin
1320,n01791107,jungle fowl
1321,n01791314,jungle cock
1322,n01791388,jungle hen
1323,n01791463,red jungle fowl
1324,n01791625,chicken
1325,n01791954,bantam
1326,n01792042,chick
1327,n01792158,cock
1328,n01792429,cockerel
1329,n01792530,capon
1330,n01792640,hen
1331,n01792808,cackler
1332,n01792955,brood hen
1333,n01793085,mother hen
1334,n01793159,layer
1335,n01793249,pullet
1336,n01793340,spring chicken
1337,n01793435,Rhode Island red
1338,n01793565,Dominique
1339,n01793715,Orpington
1340,n01794158,turkey
1341,n01794344,turkey cock
1342,n01794651,ocellated turkey
1343,n01795088,grouse
1344,n01795545,black grouse
1345,n01795735,European black grouse
1346,n01795900,Asian black grouse
1347,n01796019,blackcock
1348,n01796105,greyhen
1349,n01796340,ptarmigan
1350,n01796519,red grouse
1351,n01796729,moorhen
1352,n01797020,capercaillie
1353,n01797307,spruce grouse
1354,n01797601,sage grouse
1355,n01797886,ruffed grouse
1356,n01798168,sharp-tailed grouse
1357,n01798484,prairie chicken
1358,n01798706,greater prairie chicken
1359,n01798839,lesser prairie chicken
1360,n01798979,heath hen
1361,n01799302,guan
1362,n01799679,curassow
1363,n01800195,piping guan
1364,n01800424,chachalaca
1365,n01800633,Texas chachalaca
1366,n01801088,megapode
1367,n01801479,mallee fowl
1368,n01801672,mallee hen
1369,n01801876,brush turkey
1370,n01802159,maleo
1371,n01802721,phasianid
1372,n01803078,pheasant
1373,n01803362,ring-necked pheasant
1374,n01803641,afropavo
1375,n01803893,argus
1376,n01804163,golden pheasant
1377,n01804478,bobwhite
1378,n01804653,northern bobwhite
1379,n01804921,Old World quail
1380,n01805070,migratory quail
1381,n01805321,monal
1382,n01805801,peafowl
1383,n01806061,peachick
1384,n01806143,peacock
1385,n01806297,peahen
1386,n01806364,blue peafowl
1387,n01806467,green peafowl
1388,n01806567,quail
1389,n01806847,California quail
1390,n01807105,tragopan
1391,n01807496,partridge
1392,n01807828,Hungarian partridge
1393,n01808140,red-legged partridge
1394,n01808291,Greek partridge
1395,n01808596,mountain quail
1396,n01809106,guinea fowl
1397,n01809371,guinea hen
1398,n01809752,hoatzin
1399,n01810268,tinamou
1400,n01810700,columbiform bird
1401,n01811243,dodo
1402,n01811909,pigeon
1403,n01812187,pouter pigeon
1404,n01812337,dove
1405,n01812662,rock dove
1406,n01812866,band-tailed pigeon
1407,n01813088,wood pigeon
1408,n01813385,turtledove
1409,n01813532,Streptopelia turtur
1410,n01813658,ringdove
1411,n01813948,Australian turtledove
1412,n01814217,mourning dove
1413,n01814370,domestic pigeon
1414,n01814549,squab
1415,n01814620,fairy swallow
1416,n01814755,roller
1417,n01814921,homing pigeon
1418,n01815036,carrier pigeon
1419,n01815270,passenger pigeon
1420,n01815601,sandgrouse
1421,n01816017,painted sandgrouse
1422,n01816140,pin-tailed sandgrouse
1423,n01816474,pallas's sandgrouse
1424,n01816887,parrot
1425,n01817263,popinjay
1426,n01817346,poll
1427,n01817953,African grey
1428,n01818299,amazon
1429,n01818515,macaw
1430,n01818832,kea
1431,n01819115,cockatoo
1432,n01819313,sulphur-crested cockatoo
1433,n01819465,pink cockatoo
1434,n01819734,cockateel
1435,n01820052,lovebird
1436,n01820348,lory
1437,n01820546,lorikeet
1438,n01820801,varied Lorikeet
1439,n01821076,rainbow lorikeet
1440,n01821203,parakeet
1441,n01821554,Carolina parakeet
1442,n01821869,budgerigar
1443,n01822300,ring-necked parakeet
1444,n01822602,cuculiform bird
1445,n01823013,cuckoo
1446,n01823414,European cuckoo
1447,n01823740,black-billed cuckoo
1448,n01824035,roadrunner
1449,n01824344,ani
1450,n01824575,coucal
1451,n01824749,crow pheasant
1452,n01825278,touraco
1453,n01825930,coraciiform bird
1454,n01826364,roller
1455,n01826680,European roller
1456,n01826844,ground roller
1457,n01827403,kingfisher
1458,n01827793,Eurasian kingfisher
1459,n01828096,belted kingfisher
1460,n01828556,kookaburra
1461,n01828970,bee eater
1462,n01829413,hornbill
1463,n01829869,hoopoe
1464,n01830042,Euopean hoopoe
1465,n01830479,wood hoopoe
1466,n01830915,motmot
1467,n01831360,tody
1468,n01831712,apodiform bird
1469,n01832167,swift
1470,n01832493,European swift
1471,n01832813,chimney swift
1472,n01833112,swiftlet
1473,n01833415,tree swift
1474,n01833805,hummingbird
1475,n01834177,Archilochus colubris
1476,n01834540,thornbill
1477,n01835276,goatsucker
1478,n01835769,European goatsucker
1479,n01835918,chuck-will's-widow
1480,n01836087,whippoorwill
1481,n01836673,poorwill
1482,n01837072,frogmouth
1483,n01837526,oilbird
1484,n01838038,piciform bird
1485,n01838598,woodpecker
1486,n01839086,green woodpecker
1487,n01839330,downy woodpecker
1488,n01839598,flicker
1489,n01839750,yellow-shafted flicker
1490,n01839949,gilded flicker
1491,n01840120,red-shafted flicker
1492,n01840412,ivorybill
1493,n01840775,redheaded woodpecker
1494,n01841102,sapsucker
1495,n01841288,yellow-bellied sapsucker
1496,n01841441,red-breasted sapsucker
1497,n01841679,wryneck
1498,n01841943,piculet
1499,n01842235,barbet
1500,n01842504,puffbird
1501,n01842788,honey guide
1502,n01843065,jacamar
1503,n01843383,toucan
1504,n01843719,toucanet
1505,n01844231,trogon
1506,n01844551,quetzal
1507,n01844746,resplendent quetzel
1508,n01844917,aquatic bird
1509,n01845132,waterfowl
1510,n01845477,anseriform bird
1511,n01846331,duck
1512,n01847000,drake
1513,n01847089,quack-quack
1514,n01847170,duckling
1515,n01847253,diving duck
1516,n01847407,dabbling duck
1517,n01847806,mallard
1518,n01847978,black duck
1519,n01848123,teal
1520,n01848323,greenwing
1521,n01848453,bluewing
1522,n01848555,garganey
1523,n01848648,widgeon
1524,n01848840,American widgeon
1525,n01848976,shoveler
1526,n01849157,pintail
1527,n01849466,sheldrake
1528,n01849676,shelduck
1529,n01849863,ruddy duck
1530,n01850192,bufflehead
1531,n01850373,goldeneye
1532,n01850553,Barrow's goldeneye
1533,n01850873,canvasback
1534,n01851038,pochard
1535,n01851207,redhead
1536,n01851375,scaup
1537,n01851573,greater scaup
1538,n01851731,lesser scaup
1539,n01851895,wild duck
1540,n01852142,wood duck
1541,n01852329,wood drake
1542,n01852400,mandarin duck
1543,n01852671,muscovy duck
1544,n01852861,sea duck
1545,n01853195,eider
1546,n01853498,scoter
1547,n01853666,common scoter
1548,n01853870,old squaw
1549,n01854415,merganser
1550,n01854700,goosander
1551,n01854838,American merganser
1552,n01855032,red-breasted merganser
1553,n01855188,smew
1554,n01855476,hooded merganser
1555,n01855672,goose
1556,n01856072,gosling
1557,n01856155,gander
1558,n01856380,Chinese goose
1559,n01856553,greylag
1560,n01856890,blue goose
1561,n01857079,snow goose
1562,n01857325,brant
1563,n01857512,common brant goose
1564,n01857632,honker
1565,n01857851,barnacle goose
1566,n01858281,coscoroba
1567,n01858441,swan
1568,n01858780,cob
1569,n01858845,pen
1570,n01858906,cygnet
1571,n01859190,mute swan
1572,n01859325,whooper
1573,n01859496,tundra swan
1574,n01859689,whistling swan
1575,n01859852,Bewick's swan
1576,n01860002,trumpeter
1577,n01860187,black swan
1578,n01860497,screamer
1579,n01860864,horned screamer
1580,n01861148,crested screamer
1581,n01861330,chaja
1582,n01861778,mammal
1583,n01862399,female mammal
1584,n01871265,tusker
1585,n01871543,prototherian
1586,n01871875,monotreme
1587,n01872401,echidna
1588,n01872772,echidna
1589,n01873310,platypus
1590,n01874434,marsupial
1591,n01874928,opossum
1592,n01875313,common opossum
1593,n01875610,crab-eating opossum
1594,n01876034,opossum rat
1595,n01876326,bandicoot
1596,n01876667,rabbit-eared bandicoot
1597,n01877134,kangaroo
1598,n01877606,giant kangaroo
1599,n01877812,wallaby
1600,n01878061,common wallaby
1601,n01878335,hare wallaby
1602,n01878639,nail-tailed wallaby
1603,n01878929,rock wallaby
1604,n01879217,pademelon
1605,n01879509,tree wallaby
1606,n01879837,musk kangaroo
1607,n01880152,rat kangaroo
1608,n01880473,potoroo
1609,n01880716,bettong
1610,n01880813,jerboa kangaroo
1611,n01881171,phalanger
1612,n01881564,cuscus
1613,n01881857,brush-tailed phalanger
1614,n01882125,flying phalanger
1615,n01882714,koala
1616,n01883070,wombat
1617,n01883513,dasyurid marsupial
1618,n01883920,dasyure
1619,n01884104,eastern dasyure
1620,n01884203,native cat
1621,n01884476,thylacine
1622,n01884834,Tasmanian devil
1623,n01885158,pouched mouse
1624,n01885498,numbat
1625,n01886045,pouched mole
1626,n01886756,placental
1627,n01887474,livestock
1628,n01887623,bull
1629,n01887787,cow
1630,n01887896,calf
1631,n01888045,calf
1632,n01888181,yearling
1633,n01888264,buck
1634,n01888411,doe
1635,n01889074,insectivore
1636,n01889520,mole
1637,n01889849,starnose mole
1638,n01890144,brewer's mole
1639,n01890564,golden mole
1640,n01890860,shrew mole
1641,n01891013,Asiatic shrew mole
1642,n01891274,American shrew mole
1643,n01891633,shrew
1644,n01892030,common shrew
1645,n01892145,masked shrew
1646,n01892385,short-tailed shrew
1647,n01892551,water shrew
1648,n01892744,American water shrew
1649,n01893021,European water shrew
1650,n01893164,Mediterranean water shrew
1651,n01893399,least shrew
1652,n01893825,hedgehog
1653,n01894207,tenrec
1654,n01894522,tailless tenrec
1655,n01894956,otter shrew
1656,n01896844,eiderdown
1657,n01897257,aftershaft
1658,n01897426,sickle feather
1659,n01897536,contour feather
1660,n01897667,bastard wing
1661,n01898593,saddle hackle
1662,n01899894,encolure
1663,n01900150,hair
1664,n01903234,squama
1665,n01903346,scute
1666,n01903498,sclerite
1667,n01904029,plastron
1668,n01904806,scallop shell
1669,n01904886,oyster shell
1670,n01905321,theca
1671,n01905661,invertebrate
1672,n01906749,sponge
1673,n01907287,choanocyte
1674,n01907738,glass sponge
1675,n01908042,Venus's flower basket
1676,n01908958,metazoan
1677,n01909422,coelenterate
1678,n01909788,planula
1679,n01909906,polyp
1680,n01910252,medusa
1681,n01910747,jellyfish
1682,n01911063,scyphozoan
1683,n01911403,Chrysaora quinquecirrha
1684,n01911839,hydrozoan
1685,n01912152,hydra
1686,n01912454,siphonophore
1687,n01912809,nanomia
1688,n01913166,Portuguese man-of-war
1689,n01913346,praya
1690,n01913440,apolemia
1691,n01914163,anthozoan
1692,n01914609,sea anemone
1693,n01914830,actinia
1694,n01915700,sea pen
1695,n01915811,coral
1696,n01916187,gorgonian
